Degree,Error,Time
50,49.4957269525623,1.046870231628418
60,0.00175424773910976,0.43750429153442383
70,1.3199895848581278e-07,0.46874547004699707
80,1.394495390827366e-07,0.531256914138794
90,1.394495390827366e-07,0.6093738079071045
100,1.394495390827366e-07,0.6406259536743164
